ticker,time,open,close,high,low,vwap
TSLA,2025-08-01 07:20:00,303.0,302.96,303.49,302.95,303.175174
TSLA,2025-08-01 07:21:00,303.04,302.605,303.35,302.41,302.851466
TSLA,2025-08-01 07:22:00,302.6,302.41,302.72,302.26,302.478528
TSLA,2025-08-01 07:23:00,302.41,303.4005,303.45,302.31,302.977265
TSLA,2025-08-01 07:24:00,303.405,303.47,303.6,302.9,303.320164
TSLA,2025-08-01 07:25:00,303.4888,303.66,304.11,303.4888,303.780216
TSLA,2025-08-01 07:26:00,303.7,304.2801,304.3999,303.675,304.199863
TSLA,2025-08-01 07:27:00,304.2673,303.9636,304.52,303.9104,304.206513
TSLA,2025-08-01 07:28:00,303.94,304.87,304.9,303.94,304.594094
TSLA,2025-08-01 07:29:00,304.9,304.545,304.99,304.4601,304.750753
TSLA,2025-08-01 07:30:00,304.57,304.5172,304.91,304.3511,304.614162
TSLA,2025-08-01 07:31:00,304.535,305.0,305.1,304.2401,304.776249
TSLA,2025-08-01 07:32:00,305.025,305.0612,305.2,304.5571,304.904259
TSLA,2025-08-01 07:33:00,305.06,305.1501,305.35,304.72,305.077321
TSLA,2025-08-01 07:34:00,305.19,305.14,305.38,304.87,305.126781
TSLA,2025-08-01 07:35:00,305.195,304.54,305.48,304.5,305.07861
TSLA,2025-08-01 07:36:00,304.54,304.97,305.06,304.33,304.668002
TSLA,2025-08-01 07:37:00,305.0,305.535,305.58,304.9424,305.345089
TSLA,2025-08-01 07:38:00,305.56,305.265,305.86,305.25,305.544716
TSLA,2025-08-01 07:39:00,305.2278,304.5799,305.25,304.5,304.757096
TSLA,2025-08-01 07:40:00,304.58,304.8496,305.5,304.54,304.866941
TSLA,2025-08-01 07:41:00,304.94,305.225,305.3,304.63,304.970196
TSLA,2025-08-01 07:42:00,305.2051,305.526,305.59,304.86,305.2849
TSLA,2025-08-01 07:43:00,305.54,305.29,305.56,305.0,305.293559
TSLA,2025-08-01 07:44:00,305.27,305.525,305.7558,305.1901,305.482698
TSLA,2025-08-01 07:45:00,305.53,306.8404,306.88,305.53,306.202989
TSLA,2025-08-01 07:46:00,306.88,306.92,307.17,306.5,306.838286
TSLA,2025-08-01 07:47:00,306.8966,307.31,307.365,306.87,307.221197
TSLA,2025-08-01 07:48:00,307.325,306.18,307.35,306.07,306.685123
TSLA,2025-08-01 07:49:00,306.15,305.89,306.2999,305.75,306.007626
TSLA,2025-08-01 07:50:00,305.8,305.17,306.04,305.12,305.631318
TSLA,2025-08-01 07:51:00,305.185,304.67,305.44,304.5601,304.90052
TSLA,2025-08-01 07:52:00,304.59,304.84,305.0099,304.52,304.839392
TSLA,2025-08-01 07:53:00,304.8799,304.565,304.99,304.43,304.669231
TSLA,2025-08-01 07:54:00,304.5899,304.9101,305.14,304.545,304.889708
TSLA,2025-08-01 07:55:00,304.99,305.37,305.629,304.85,305.227172
TSLA,2025-08-01 07:56:00,305.46,305.3251,305.65,305.2101,305.418062
TSLA,2025-08-01 07:57:00,305.325,305.72,305.95,305.31,305.737309
TSLA,2025-08-01 07:58:00,305.75,305.8688,306.13,305.63,305.914648
TSLA,2025-08-01 07:59:00,305.8399,305.4679,305.84,305.33,305.535981
TSLA,2025-08-01 08:00:00,305.5,304.272,305.505,304.21,304.714539
TSLA,2025-08-01 08:01:00,304.26,304.879,304.88,304.0,304.311628
TSLA,2025-08-01 08:02:00,304.8265,304.81,305.2,304.6707,304.940213
TSLA,2025-08-01 08:03:00,304.808,305.3052,305.37,304.65,305.017591
TSLA,2025-08-01 08:04:00,305.2824,305.03,305.59,305.01,305.328052
TSLA,2025-08-01 08:05:00,305.01,305.375,305.494,304.9123,305.250281
TSLA,2025-08-01 08:06:00,305.3709,305.0309,305.58,304.83,305.172415
TSLA,2025-08-01 08:07:00,305.0392,305.25,305.57,305.0392,305.378189
TSLA,2025-08-01 08:08:00,305.27,305.55,305.69,305.09,305.503901
TSLA,2025-08-01 08:09:00,305.49,305.235,305.57,305.1301,305.351394
TSLA,2025-08-01 08:10:00,305.12,305.21,305.3699,304.85,305.06225
TSLA,2025-08-01 08:11:00,305.16,305.67,305.8094,305.0,305.479443
TSLA,2025-08-01 08:12:00,305.66,305.37,305.79,305.3,305.538682
TSLA,2025-08-01 08:13:00,305.395,305.15,305.45,304.94,305.147193
TSLA,2025-08-01 08:14:00,305.11,305.21,305.3,304.74,305.035082
TSLA,2025-08-01 08:15:00,305.145,305.2699,305.39,304.8701,305.204332
TSLA,2025-08-01 08:16:00,305.235,304.18,305.4,304.1601,304.760731
TSLA,2025-08-01 08:17:00,304.16,304.3712,304.5,303.88,304.11889
TSLA,2025-08-01 08:18:00,304.385,304.385,304.7,304.26,304.42994
TSLA,2025-08-01 08:19:00,304.42,304.4005,304.48,304.12,304.308822
TSLA,2025-08-01 08:20:00,304.37,304.8901,305.12,304.37,304.792955
TSLA,2025-08-01 08:21:00,304.93,304.61,305.0,304.4001,304.621363
TSLA,2025-08-01 08:22:00,304.64,304.57,304.6942,304.4,304.579083
TSLA,2025-08-01 08:23:00,304.58,304.7621,304.95,304.5,304.704559
TSLA,2025-08-01 08:24:00,304.755,304.765,304.9592,304.66,304.791004
TSLA,2025-08-01 08:25:00,304.81,305.28,305.5,304.75,305.203488
TSLA,2025-08-01 08:26:00,305.29,305.13,305.3392,304.9001,305.102453
TSLA,2025-08-01 08:27:00,305.1699,305.1409,305.4,305.0111,305.230096
TSLA,2025-08-01 08:28:00,305.1,304.75,305.3499,304.7,305.063738
TSLA,2025-08-01 08:29:00,304.76,304.855,305.04,304.61,304.8103
TSLA,2025-08-01 08:30:00,304.855,305.08,305.14,304.75,304.984116
TSLA,2025-08-01 08:31:00,305.085,304.96,305.28,304.81,305.031878
TSLA,2025-08-01 08:32:00,304.975,305.14,305.49,304.975,305.270725
TSLA,2025-08-01 08:33:00,305.1822,305.41,305.435,305.1,305.254478
TSLA,2025-08-01 08:34:00,305.3672,305.26,305.58,305.12,305.383433
TSLA,2025-08-01 08:35:00,305.22,305.85,305.93,305.17,305.569552
TSLA,2025-08-01 08:36:00,305.79,306.4592,306.5,305.7,306.113295
TSLA,2025-08-01 08:37:00,306.3801,306.6499,306.69,306.16,306.385833
TSLA,2025-08-01 08:38:00,306.595,306.9307,307.0792,306.5774,306.910447
TSLA,2025-08-01 08:39:00,306.965,307.345,307.394,306.9386,307.223689
TSLA,2025-08-01 08:40:00,307.37,307.17,307.55,307.0,307.20926
TSLA,2025-08-01 08:41:00,307.14,306.92,307.2718,306.73,306.966498
TSLA,2025-08-01 08:42:00,306.92,307.0799,307.1999,306.75,306.987276
TSLA,2025-08-01 08:43:00,307.0474,307.16,307.24,306.9507,307.124847
TSLA,2025-08-01 08:44:00,307.18,307.8501,307.91,307.16,307.569929
TSLA,2025-08-01 08:45:00,307.89,308.54,308.58,307.8601,308.227756
TSLA,2025-08-01 08:46:00,308.535,309.015,309.11,308.5301,308.866095
TSLA,2025-08-01 08:47:00,309.05,307.9,309.18,307.8501,308.442657
TSLA,2025-08-01 08:48:00,307.92,307.97,308.4099,307.8,308.078836
TSLA,2025-08-01 08:49:00,307.95,307.84,308.2699,307.84,308.027511
TSLA,2025-08-01 08:50:00,307.8401,307.365,307.96,307.31,307.641738
TSLA,2025-08-01 08:51:00,307.365,307.49,307.6,307.22,307.443908
TSLA,2025-08-01 08:52:00,307.47,307.88,307.92,307.41,307.656544
TSLA,2025-08-01 08:53:00,307.92,307.6793,308.2899,307.55,308.036611
TSLA,2025-08-01 08:54:00,307.67,307.9599,308.01,307.49,307.809805
TSLA,2025-08-01 08:55:00,307.938,307.8401,308.0599,307.7501,307.90861
TSLA,2025-08-01 08:56:00,307.875,307.8965,307.9,307.59,307.753924
TSLA,2025-08-01 08:57:00,307.9,307.785,308.05,307.62,307.88789
TSLA,2025-08-01 08:58:00,307.774,308.07,308.1599,307.774,307.981748
TSLA,2025-08-01 08:59:00,308.07,307.88,308.2,307.8506,307.987349
TSLA,2025-08-01 09:00:00,307.875,308.275,308.48,307.65,308.041192
TSLA,2025-08-01 09:01:00,308.3078,308.89,309.0899,308.2574,308.749346
TSLA,2025-08-01 09:02:00,308.8899,309.1299,309.1483,308.36,308.800691
TSLA,2025-08-01 09:03:00,309.09,309.01,309.15,308.64,308.912912
TSLA,2025-08-01 09:04:00,309.01,308.9,309.31,308.84,309.04262
TSLA,2025-08-01 09:05:00,308.95,308.7478,309.05,308.56,308.778413
TSLA,2025-08-01 09:06:00,308.705,308.7088,309.17,308.48,308.822278
TSLA,2025-08-01 09:07:00,308.7117,308.76,309.2199,308.69,308.913159
TSLA,2025-08-01 09:08:00,308.77,308.485,308.8,308.23,308.525217
TSLA,2025-08-01 09:09:00,308.5133,308.34,308.6,308.1143,308.354796
TSLA,2025-08-01 09:10:00,308.3571,307.88,308.54,307.77,308.189299
TSLA,2025-08-01 09:11:00,307.87,308.05,308.33,307.81,308.100133
TSLA,2025-08-01 09:12:00,308.0894,307.55,308.14,307.5231,307.870458
TSLA,2025-08-01 09:13:00,307.53,307.3201,307.6199,307.3201,307.489417
TSLA,2025-08-01 09:14:00,307.3431,307.48,307.48,307.0,307.212166
TSLA,2025-08-01 09:15:00,307.425,307.1,307.4399,306.98,307.140234
TSLA,2025-08-01 09:16:00,307.14,306.875,307.1749,306.5508,306.87693
TSLA,2025-08-01 09:17:00,306.86,307.2632,307.43,306.8401,307.166539
TSLA,2025-08-01 09:18:00,307.28,307.5601,307.66,307.27,307.514929
TSLA,2025-08-01 09:19:00,307.5786,307.71,307.73,307.39,307.575792
TSLA,2025-08-01 09:20:00,307.69,307.6588,308.03,307.2601,307.680692
TSLA,2025-08-01 09:21:00,307.68,307.5022,307.68,307.11,307.394067
TSLA,2025-08-01 09:22:00,307.545,307.5908,307.72,307.41,307.58837
TSLA,2025-08-01 09:23:00,307.545,307.17,307.585,307.0401,307.275881
TSLA,2025-08-01 09:24:00,307.2101,307.32,307.35,307.0401,307.176534
TSLA,2025-08-01 09:25:00,307.32,307.9,307.9391,307.25,307.556489
TSLA,2025-08-01 09:26:00,307.9004,307.97,308.07,307.7609,307.921064
TSLA,2025-08-01 09:27:00,307.91,307.54,307.9893,307.54,307.770396
TSLA,2025-08-01 09:28:00,307.5301,307.52,307.6599,307.35,307.507361
TSLA,2025-08-01 09:29:00,307.5,307.18,307.62,307.1686,307.419291
TSLA,2025-08-01 09:30:00,307.18,306.9325,307.24,306.85,307.046225
TSLA,2025-08-01 09:31:00,306.925,306.92,307.0544,306.75,306.904038
TSLA,2025-08-01 09:32:00,306.905,306.6024,306.93,306.48,306.633422
TSLA,2025-08-01 09:33:00,306.5851,306.89,307.01,306.5851,306.793098
TSLA,2025-08-01 09:34:00,306.9,306.9403,307.16,306.88,307.016877
TSLA,2025-08-01 09:35:00,306.9494,307.05,307.05,306.861,306.961896
TSLA,2025-08-01 09:36:00,307.06,306.97,307.2396,306.795,307.012903
TSLA,2025-08-01 09:37:00,306.9907,306.57,307.12,306.57,306.899066
TSLA,2025-08-01 09:38:00,306.54,306.57,306.7845,306.45,306.586573
TSLA,2025-08-01 09:39:00,306.56,306.5367,306.79,306.4024,306.57139
TSLA,2025-08-01 09:40:00,306.56,306.185,306.5699,306.15,306.382902
TSLA,2025-08-01 09:41:00,306.162,306.115,306.3,305.96,306.09636
TSLA,2025-08-01 09:42:00,306.115,305.84,306.21,305.8,305.939602
TSLA,2025-08-01 09:43:00,305.87,305.925,306.0,305.7,305.841743
TSLA,2025-08-01 09:44:00,305.9,305.67,306.0,305.6317,305.853261
TSLA,2025-08-01 09:45:00,305.675,306.08,306.08,305.5,305.805692
TSLA,2025-08-01 09:46:00,306.0001,306.1,306.2394,305.9,306.105606
TSLA,2025-08-01 09:47:00,306.1,305.8305,306.2,305.75,305.934489
TSLA,2025-08-01 09:48:00,305.83,305.875,306.14,305.8091,305.985074
TSLA,2025-08-01 09:49:00,305.875,305.6731,305.969,305.57,305.708711
TSLA,2025-08-01 09:50:00,305.68,305.235,305.7193,305.2,305.419595
TSLA,2025-08-01 09:51:00,305.245,305.365,305.4192,305.15,305.255719
TSLA,2025-08-01 09:52:00,305.38,305.3854,305.5,305.28,305.403696
TSLA,2025-08-01 09:53:00,305.39,305.08,305.61,305.08,305.350021
TSLA,2025-08-01 09:54:00,305.085,305.29,305.34,305.05,305.177568
TSLA,2025-08-01 09:55:00,305.28,305.475,305.56,305.2301,305.446644
TSLA,2025-08-01 09:56:00,305.4101,305.1292,305.56,305.0201,305.256502
TSLA,2025-08-01 09:57:00,305.045,304.8301,305.2288,304.66,304.943015
TSLA,2025-08-01 09:58:00,304.84,304.625,304.84,304.43,304.587189
TSLA,2025-08-01 09:59:00,304.61,304.1086,304.635,303.98,304.211444
TSLA,2025-08-01 10:00:00,304.11,304.55,304.7,304.0731,304.439031
TSLA,2025-08-01 10:01:00,304.55,304.06,304.5591,304.0105,304.317546
TSLA,2025-08-01 10:02:00,304.07,303.614,304.0965,303.44,303.701547
TSLA,2025-08-01 10:03:00,303.5524,303.7104,303.8691,303.3301,303.620361
TSLA,2025-08-01 10:04:00,303.71,303.855,304.2599,303.6408,303.980194
TSLA,2025-08-01 10:05:00,303.838,303.645,304.07,303.4014,303.677254
TSLA,2025-08-01 10:06:00,303.62,304.13,304.2599,303.5,303.947986
TSLA,2025-08-01 10:07:00,304.1184,304.3335,304.669,303.89,304.284471
TSLA,2025-08-01 10:08:00,304.38,304.85,304.9251,304.3,304.725066
TSLA,2025-08-01 10:09:00,304.8451,304.8,304.9321,304.59,304.792797
TSLA,2025-08-01 10:10:00,304.8,304.7599,305.0,304.6101,304.78466
TSLA,2025-08-01 10:11:00,304.7,304.6101,304.8528,304.33,304.607975
TSLA,2025-08-01 10:12:00,304.66,304.7,304.9,304.6,304.75297
TSLA,2025-08-01 10:13:00,304.74,303.82,304.74,303.77,304.105936
TSLA,2025-08-01 10:14:00,303.76,303.775,303.97,303.7,303.809898
TSLA,2025-08-01 10:15:00,303.75,303.8589,303.9495,303.66,303.809163
TSLA,2025-08-01 10:16:00,303.8402,303.6568,303.88,303.56,303.728027
TSLA,2025-08-01 10:17:00,303.66,303.065,303.6999,302.95,303.212191
TSLA,2025-08-01 10:18:00,303.0652,303.3,303.4299,302.96,303.203777
TSLA,2025-08-01 10:19:00,303.3,303.1994,303.42,303.1242,303.276453
TSLA,2025-08-01 10:20:00,303.18,303.58,303.67,303.16,303.405664
TSLA,2025-08-01 10:21:00,303.545,304.0451,304.0699,303.5105,303.816086
TSLA,2025-08-01 10:22:00,304.0,303.96,304.14,303.83,303.987366
TSLA,2025-08-01 10:23:00,304.02,304.0599,304.08,303.71,303.916373
TSLA,2025-08-01 10:24:00,304.042,303.87,304.25,303.8015,304.03306
TSLA,2025-08-01 10:25:00,303.85,303.44,303.8799,303.37,303.626546
TSLA,2025-08-01 10:26:00,303.44,303.06,303.55,303.03,303.315363
TSLA,2025-08-01 10:27:00,303.09,302.91,303.1914,302.83,303.027423
TSLA,2025-08-01 10:28:00,302.9,303.2075,303.2075,302.74,302.941876
TSLA,2025-08-01 10:29:00,303.19,303.2364,303.4899,303.1641,303.333619
TSLA,2025-08-01 10:30:00,303.235,303.835,304.0,303.0,303.621765
TSLA,2025-08-01 10:31:00,303.875,303.7168,304.0519,303.6727,303.890994
TSLA,2025-08-01 10:32:00,303.725,303.65,304.06,303.5797,303.836637
TSLA,2025-08-01 10:33:00,303.6516,304.0,304.1339,303.5,303.931458
TSLA,2025-08-01 10:34:00,303.97,303.855,304.1499,303.66,303.880094
TSLA,2025-08-01 10:35:00,303.8626,303.59,303.8771,303.31,303.547978
TSLA,2025-08-01 10:36:00,303.592,302.89,303.6599,302.74,303.042482
TSLA,2025-08-01 10:37:00,302.89,302.7613,302.9124,302.44,302.624703
TSLA,2025-08-01 10:38:00,302.7389,302.86,303.1216,302.7101,302.935619
TSLA,2025-08-01 10:39:00,302.89,302.85,303.1,302.77,302.920522
TSLA,2025-08-01 10:40:00,302.825,303.55,303.6551,302.78,303.269465
TSLA,2025-08-01 10:41:00,303.55,303.765,303.8569,303.52,303.683035
TSLA,2025-08-01 10:42:00,303.81,303.83,304.06,303.7008,303.873951
TSLA,2025-08-01 10:43:00,303.81,303.54,303.94,303.52,303.781846
TSLA,2025-08-01 10:44:00,303.5521,303.82,303.9099,303.4028,303.60214
TSLA,2025-08-01 10:45:00,303.785,304.37,304.37,303.69,304.074086
TSLA,2025-08-01 10:46:00,304.3362,303.8001,304.44,303.8001,304.151478
TSLA,2025-08-01 10:47:00,303.85,304.0895,304.2291,303.7,303.914636
TSLA,2025-08-01 10:48:00,304.0301,304.355,304.43,304.0227,304.23797
TSLA,2025-08-01 10:49:00,304.3584,304.38,304.5,304.18,304.333618
TSLA,2025-08-01 10:50:00,304.4361,304.7619,304.86,304.33,304.643662
TSLA,2025-08-01 10:51:00,304.735,304.435,304.83,304.29,304.500031
TSLA,2025-08-01 10:52:00,304.4,304.445,304.76,304.4,304.567665
TSLA,2025-08-01 10:53:00,304.44,304.3,304.6499,304.2601,304.45343
TSLA,2025-08-01 10:54:00,304.2711,304.14,304.4389,303.8,304.114566
TSLA,2025-08-01 10:55:00,304.17,303.568,304.21,303.53,303.831717
TSLA,2025-08-01 10:56:00,303.56,303.52,303.64,303.3401,303.514371
TSLA,2025-08-01 10:57:00,303.52,303.435,303.6594,303.3131,303.471773
TSLA,2025-08-01 10:58:00,303.414,303.27,303.57,303.15,303.362502
TSLA,2025-08-01 10:59:00,303.299,303.685,303.7199,303.2,303.561747
TSLA,2025-08-01 11:00:00,303.65,303.7007,303.8293,303.49,303.680241
TSLA,2025-08-01 11:01:00,303.7026,303.29,303.81,303.2,303.560115
TSLA,2025-08-01 11:02:00,303.26,302.8809,303.2923,302.8501,303.026663
TSLA,2025-08-01 11:03:00,302.8912,302.695,303.03,302.56,302.769317
TSLA,2025-08-01 11:04:00,302.73,302.6,302.7595,302.35,302.544537
TSLA,2025-08-01 11:05:00,302.605,302.64,302.64,302.41,302.526701
TSLA,2025-08-01 11:06:00,302.63,302.5876,302.85,302.535,302.724647
TSLA,2025-08-01 11:07:00,302.6412,302.29,302.7193,302.28,302.413454
TSLA,2025-08-01 11:08:00,302.314,302.4493,302.54,302.29,302.427179
TSLA,2025-08-01 11:09:00,302.41,302.05,302.66,301.83,302.171234
TSLA,2025-08-01 11:10:00,302.02,302.162,302.43,301.93,302.205208
TSLA,2025-08-01 11:11:00,302.14,301.9,302.2693,301.85,302.030748
TSLA,2025-08-01 11:12:00,301.86,301.925,302.045,301.73,301.869649
TSLA,2025-08-01 11:13:00,301.94,302.0664,302.24,301.65,301.967758
TSLA,2025-08-01 11:14:00,302.07,301.6264,302.09,301.36,301.660468
TSLA,2025-08-01 11:15:00,301.6486,302.03,302.15,301.6179,301.943215
TSLA,2025-08-01 11:16:00,302.09,302.1,302.3799,301.92,302.159263
TSLA,2025-08-01 11:17:00,302.133,302.2341,302.3326,301.89,302.145726
TSLA,2025-08-01 11:18:00,302.2682,302.6001,302.76,302.23,302.50903
TSLA,2025-08-01 11:19:00,302.69,302.6228,302.805,302.4507,302.638571
TSLA,2025-08-01 11:20:00,302.596,302.27,302.6195,302.23,302.381778
TSLA,2025-08-01 11:21:00,302.28,302.105,302.3,302.0074,302.129615
TSLA,2025-08-01 11:22:00,302.1033,302.4267,302.4699,302.0,302.239692
TSLA,2025-08-01 11:23:00,302.406,302.702,302.79,302.17,302.542668
TSLA,2025-08-01 11:24:00,302.7025,303.085,303.1096,302.67,302.909988
TSLA,2025-08-01 11:25:00,303.06,302.75,303.08,302.7203,302.86692
TSLA,2025-08-01 11:26:00,302.75,302.99,303.15,302.6,302.885828
TSLA,2025-08-01 11:27:00,303.0399,303.28,303.4099,302.85,303.175843
TSLA,2025-08-01 11:28:00,303.2805,302.87,303.3899,302.68,303.063231
TSLA,2025-08-01 11:29:00,302.92,303.26,303.36,302.88,303.161788
TSLA,2025-08-01 11:30:00,303.2616,303.5687,303.5899,303.025,303.324461
TSLA,2025-08-01 11:31:00,303.5471,303.67,303.7399,303.41,303.583425
TSLA,2025-08-01 11:32:00,303.6992,303.782,303.89,303.5901,303.73159
TSLA,2025-08-01 11:33:00,303.78,303.7326,303.86,303.52,303.690039
TSLA,2025-08-01 11:34:00,303.7097,303.6182,303.9201,303.6,303.752539
TSLA,2025-08-01 11:35:00,303.64,303.5103,303.675,303.21,303.427556
TSLA,2025-08-01 11:36:00,303.495,303.6321,303.73,303.495,303.626407
TSLA,2025-08-01 11:37:00,303.63,303.195,303.73,303.16,303.496542
TSLA,2025-08-01 11:38:00,303.205,303.1,303.27,302.95,303.122827
TSLA,2025-08-01 11:39:00,303.1,303.065,303.37,303.01,303.213949
TSLA,2025-08-01 11:40:00,303.0632,303.115,303.24,302.92,303.064767
TSLA,2025-08-01 11:41:00,303.12,303.19,303.32,303.0601,303.175267
TSLA,2025-08-01 11:42:00,303.205,303.79,303.88,303.205,303.65226
TSLA,2025-08-01 11:43:00,303.785,304.28,304.43,303.7,304.116677
TSLA,2025-08-01 11:44:00,304.28,304.52,304.6,304.2201,304.42862
TSLA,2025-08-01 11:45:00,304.5192,304.1728,304.6,304.12,304.378991
TSLA,2025-08-01 11:46:00,304.1401,303.9306,304.2812,303.9108,304.072731
TSLA,2025-08-01 11:47:00,303.936,303.68,304.1,303.5997,303.794822
TSLA,2025-08-01 11:48:00,303.68,303.585,303.96,303.5401,303.720349
TSLA,2025-08-01 11:49:00,303.6299,303.5899,303.63,303.22,303.407492
TSLA,2025-08-01 11:50:00,303.5489,302.95,303.62,302.9,303.136158
TSLA,2025-08-01 11:51:00,302.97,302.29,303.0299,302.29,302.560039
TSLA,2025-08-01 11:52:00,302.29,302.33,302.51,302.2601,302.396778
TSLA,2025-08-01 11:53:00,302.3664,302.35,302.5,302.2,302.349906
TSLA,2025-08-01 11:54:00,302.35,302.15,302.42,302.04,302.208728
TSLA,2025-08-01 11:55:00,302.18,302.38,302.61,302.12,302.37696
TSLA,2025-08-01 11:56:00,302.4,302.26,302.48,302.0301,302.204753
TSLA,2025-08-01 11:57:00,302.265,302.4303,302.44,301.87,302.089348
TSLA,2025-08-01 11:58:00,302.38,302.7701,302.85,302.3517,302.579282
TSLA,2025-08-01 11:59:00,302.805,302.61,302.97,302.51,302.771421
TSLA,2025-08-01 12:00:00,302.57,302.44,302.9,302.36,302.612169
TSLA,2025-08-01 12:01:00,302.48,302.625,302.85,302.48,302.709201
TSLA,2025-08-01 12:02:00,302.5924,302.295,302.6,302.1001,302.317254
TSLA,2025-08-01 12:03:00,302.28,301.9647,302.42,301.92,302.187253
TSLA,2025-08-01 12:04:00,301.955,302.0452,302.1587,301.87,302.040388
TSLA,2025-08-01 12:05:00,302.04,302.28,302.3199,301.9901,302.134778
TSLA,2025-08-01 12:06:00,302.25,302.32,302.47,302.09,302.310465
TSLA,2025-08-01 12:07:00,302.29,302.3,302.6,302.24,302.442255
TSLA,2025-08-01 12:08:00,302.31,302.5,302.64,302.2725,302.441541
TSLA,2025-08-01 12:09:00,302.4716,302.33,302.5,302.1201,302.301419
TSLA,2025-08-01 12:10:00,302.3,302.66,302.75,302.1,302.534286
TSLA,2025-08-01 12:11:00,302.77,302.199,302.77,302.01,302.322707
TSLA,2025-08-01 12:12:00,302.215,302.14,302.34,302.05,302.197369
TSLA,2025-08-01 12:13:00,302.135,302.19,302.33,301.7,302.010848
TSLA,2025-08-01 12:14:00,302.1516,301.945,302.23,301.65,301.952596
TSLA,2025-08-01 12:15:00,301.92,302.0,302.36,301.9001,302.157007
TSLA,2025-08-01 12:16:00,302.02,301.88,302.1,301.77,301.956019
TSLA,2025-08-01 12:17:00,301.845,301.9425,302.06,301.81,301.937253
